Weight,City,State,Temperature,Season,Income_Level,Stress_Level,Sleep_Hours,Work_Life_Balance,Context,Recommended_Food
57,Ahmedabad,Gujarat,14,Winter,Medium,Low,5,Excellent,Rural,Gajar ka Halwa
59,Bhopal,Madhya Pradesh,16,Summer,Low,Low,6,Excellent,Urban,Oats Idli
69,Pune,Maharashtra,40,Summer,High,Low,5,Average,Urban,Vegetable Pulao
82,Nagpur,Maharashtra,36,Monsoon,Low,Low,4,Good,Rural,Corn on the Cob (Bhutta)
65,Pune,Maharashtra,17,Summer,High,Medium,6,Good,Rural,Paneer Butter Masala
98,Indore,Madhya Pradesh,37,Winter,Medium,Low,9,Good,Urban,Quinoa Upma
83,Kochi,Kerala,41,Monsoon,Low,Medium,5,Poor,Urban,Moong Dal Khichdi
91,Indore,Madhya Pradesh,22,Autumn,Low,High,5,Average,Rural,Vegetable Pulao
72,Lucknow,Uttar Pradesh,13,Summer,Low,Medium,5,Poor,Urban,Paneer Butter Masala
54,Surat,Gujarat,10,Autumn,Medium,High,7,Poor,Urban,Moong Dal Khichdi
94,Kochi,Kerala,39,Monsoon,High,Medium,7,Poor,Urban,Roti with Dal Tadka
69,Hyderabad,Telangana,10,Summer,High,Low,7,Average,Rural,Roti with Dal Tadka
96,Indore,Madhya Pradesh,40,Monsoon,Low,Low,9,Excellent,Rural,Corn on the Cob (Bhutta)
72,Srinagar,Jammu and Kashmir,21,Monsoon,Low,High,6,Excellent,Rural,Moong Dal Khichdi
74,Patna,Bihar,26,Summer,Medium,High,4,Excellent,Rural,Lemon Rice
55,Ludhiana,Punjab,22,Autumn,Medium,High,8,Excellent,Urban,Moong Dal Khichdi
50,Delhi,Delhi,13,Summer,High,Medium,4,Good,Urban,Lemon Rice
63,Chennai,Tamil Nadu,12,Summer,High,Medium,4,Average,Urban,Paneer Butter Masala
57,Ludhiana,Punjab,15,Winter,Low,Medium,5,Poor,Rural,Mutton Rogan Josh
72,Kolkata,West Bengal,18,Monsoon,Low,High,7,Excellent,Rural,Moong Dal Khichdi
65,Bangalore,Karnataka,28,Summer,Medium,Medium,9,Good,Urban,Aloo Gobi
70,Nagpur,Maharashtra,35,Winter,Medium,High,6,Poor,Rural,Chole Bhature
80,Nagpur,Maharashtra,11,Autumn,High,High,7,Good,Urban,Rajma Chawal
53,Ludhiana,Punjab,38,Autumn,Low,Low,4,Excellent,Urban,Oats Idli
80,Pune,Maharashtra,29,Autumn,High,High,6,Excellent,Urban,Chole Bhature
83,Hyderabad,Telangana,28,Autumn,Medium,Low,6,Excellent,Urban,Chole Bhature
100,Agra,Uttar Pradesh,23,Winter,Medium,Low,8,Average,Urban,Oats Idli
87,Srinagar,Jammu and Kashmir,41,Monsoon,Low,Low,9,Average,Urban,Corn on the Cob (Bhutta)
64,Chandigarh,Chandigarh,28,Winter,Medium,High,4,Average,Urban,Moong Dal Khichdi
95,Chandigarh,Chandigarh,17,Monsoon,High,High,9,Excellent,Urban,Kadai Paneer
100,Varanasi,Uttar Pradesh,24,Autumn,Medium,Low,8,Average,Rural,Chole Bhature
63,Bhopal,Madhya Pradesh,34,Winter,Low,High,7,Average,Urban,Rajma Chawal
96,Kolkata,West Bengal,15,Autumn,Medium,High,6,Good,Rural,Rajma Chawal
56,Ludhiana,Punjab,33,Autumn,Low,High,5,Excellent,Rural,Roti with Dal Tadka
69,Chennai,Tamil Nadu,32,Monsoon,Low,High,8,Good,Urban,Aloo Gobi
75,Patna,Bihar,19,Winter,Medium,Low,4,Excellent,Urban,Mutton Rogan Josh
92,Bangalore,Karnataka,22,Winter,High,Medium,8,Average,Urban,Mutton Rogan Josh
71,Chandigarh,Chandigarh,30,Summer,Low,High,5,Average,Urban,Lemon Rice
85,Lucknow,Uttar Pradesh,26,Summer,High,High,8,Excellent,Urban,Aloo Gobi
84,Surat,Gujarat,26,Summer,Medium,Low,7,Poor,Urban,Aam Panna
50,Jaipur,Rajasthan,29,Winter,High,Medium,5,Excellent,Rural,Dal Makhani
89,Chennai,Tamil Nadu,23,Winter,High,High,6,Excellent,Rural,Mutton Rogan Josh
72,Surat,Gujarat,10,Monsoon,Medium,Low,6,Good,Rural,Quinoa Upma
65,Jaipur,Rajasthan,37,Summer,High,High,5,Good,Urban,Rajma Chawal
97,Indore,Madhya Pradesh,32,Summer,Medium,Medium,7,Average,Rural,Sprout Salad
74,Ahmedabad,Gujarat,35,Winter,High,Low,5,Good,Rural,Chole Bhature
83,Guwahati,Assam,17,Autumn,Medium,Medium,5,Excellent,Urban,Roti with Dal Tadka
91,Mumbai,Maharashtra,38,Monsoon,Medium,Medium,5,Good,Urban,Paneer Butter Masala
86,Varanasi,Uttar Pradesh,17,Autumn,Low,Low,6,Excellent,Urban,Vegetable Pulao
94,Bangalore,Karnataka,17,Winter,Medium,Low,5,Average,Urban,Mutton Rogan Josh
59,Kolkata,West Bengal,19,Autumn,Medium,Low,6,Excellent,Urban,Sprout Salad
50,Guwahati,Assam,37,Monsoon,High,High,8,Excellent,Rural,Paneer Butter Masala
67,Surat,Gujarat,34,Monsoon,High,Medium,9,Average,Urban,Moong Dal Khichdi
89,Ludhiana,Punjab,29,Summer,Low,Medium,8,Excellent,Rural,Kulfi
96,Agra,Uttar Pradesh,33,Winter,High,Medium,8,Excellent,Urban,Sarson ka Saag with Makki di Roti
83,Patna,Bihar,25,Monsoon,High,Medium,5,Average,Rural,Chole Bhature
61,Ahmedabad,Gujarat,19,Autumn,Medium,Medium,9,Average,Urban,Vegetable Pulao
54,Ludhiana,Punjab,11,Monsoon,High,Low,8,Excellent,Rural,Sprout Salad
80,Indore,Madhya Pradesh,21,Winter,Low,Low,8,Excellent,Rural,Oats Idli
93,Srinagar,Jammu and Kashmir,23,Monsoon,High,High,6,Excellent,Urban,Samosa
100,Hyderabad,Telangana,21,Autumn,Low,Low,4,Good,Rural,Sprout Salad
57,Jaipur,Rajasthan,42,Autumn,High,High,7,Average,Rural,Moong Dal Khichdi
61,Agra,Uttar Pradesh,25,Winter,High,Medium,9,Good,Urban,Roti with Dal Tadka
86,Agra,Uttar Pradesh,21,Winter,High,Medium,4,Average,Rural,Gajar ka Halwa
83,Bhopal,Madhya Pradesh,30,Winter,Medium,Low,6,Good,Rural,Tandoori Chicken Salad
82,Chennai,Tamil Nadu,20,Autumn,Medium,High,9,Poor,Rural,Dal Makhani
89,Guwahati,Assam,21,Autumn,Medium,Low,9,Good,Urban,Sprout Salad
98,Surat,Gujarat,15,Monsoon,Low,Medium,8,Excellent,Rural,Corn on the Cob (Bhutta)
80,Guwahati,Assam,40,Monsoon,High,High,6,Poor,Urban,Moong Dal Khichdi
95,Bangalore,Karnataka,28,Winter,Medium,High,6,Average,Rural,Roti with Dal Tadka
56,Jaipur,Rajasthan,28,Monsoon,Low,Medium,6,Average,Rural,Roti with Dal Tadka
73,Chandigarh,Chandigarh,12,Winter,Low,Medium,6,Excellent,Urban,Dal Makhani
52,Srinagar,Jammu and Kashmir,33,Autumn,High,High,9,Average,Urban,Rajma Chawal
56,Lucknow,Uttar Pradesh,22,Winter,Low,Low,9,Excellent,Urban,Sprout Salad
74,Chandigarh,Chandigarh,11,Summer,High,High,9,Poor,Urban,Lemon Rice
56,Chennai,Tamil Nadu,33,Winter,Medium,Low,8,Good,Rural,Oats Idli
53,Ahmedabad,Gujarat,10,Autumn,Low,Low,5,Poor,Rural,Quinoa Upma
71,Patna,Bihar,37,Winter,High,Medium,5,Excellent,Urban,Gajar ka Halwa
88,Mumbai,Maharashtra,22,Autumn,High,Medium,7,Good,Urban,Paneer Butter Masala
73,Patna,Bihar,20,Monsoon,High,Low,7,Average,Urban,Tandoori Chicken Salad
63,Pune,Maharashtra,24,Monsoon,High,Medium,7,Excellent,Rural,Pakoras with Chai
92,Surat,Gujarat,31,Autumn,Low,Medium,8,Average,Rural,Roti with Dal Tadka
60,Kolkata,West Bengal,14,Summer,High,Low,7,Poor,Urban,Paneer Butter Masala
53,Visakhapatnam,Andhra Pradesh,22,Summer,Low,High,6,Average,Rural,Dal Makhani
86,Mumbai,Maharashtra,32,Autumn,Low,High,4,Excellent,Urban,Moong Dal Khichdi
53,Guwahati,Assam,12,Summer,Medium,Medium,4,Poor,Urban,Chole Bhature
80,Ludhiana,Punjab,16,Winter,High,Medium,5,Poor,Rural,Vegetable Pulao
94,Pune,Maharashtra,20,Monsoon,Low,High,5,Good,Urban,Moong Dal Khichdi
72,Surat,Gujarat,36,Monsoon,High,Low,9,Average,Urban,Moong Dal Khichdi
57,Hyderabad,Telangana,24,Summer,High,Low,6,Poor,Urban,Oats Idli
51,Hyderabad,Telangana,33,Summer,Medium,Medium,4,Excellent,Urban,Roti with Dal Tadka
68,Bangalore,Karnataka,39,Summer,Low,Low,5,Average,Rural,Tandoori Chicken Salad
68,Lucknow,Uttar Pradesh,13,Monsoon,Medium,Low,6,Excellent,Urban,Tandoori Chicken Salad
53,Bhopal,Madhya Pradesh,22,Monsoon,Medium,Low,6,Good,Urban,Sprout Salad
57,Guwahati,Assam,15,Autumn,Low,High,5,Average,Rural,Paneer Butter Masala
57,Ludhiana,Punjab,34,Autumn,High,High,7,Excellent,Rural,Kadai Paneer
52,Hyderabad,Telangana,23,Monsoon,High,Low,8,Excellent,Urban,Vegetable Pulao
100,Bhopal,Madhya Pradesh,34,Autumn,Low,Low,6,Average,Rural,Roti with Dal Tadka
87,Delhi,Delhi,23,Winter,High,Low,9,Excellent,Urban,Gajar ka Halwa
69,Chennai,Tamil Nadu,23,Summer,Medium,Low,6,Good,Rural,Oats Idli
86,Patna,Bihar,22,Monsoon,Low,Medium,7,Average,Rural,Corn on the Cob (Bhutta)
77,Pune,Maharashtra,12,Winter,Medium,High,5,Average,Rural,Moong Dal Khichdi
91,Nagpur,Maharashtra,35,Summer,High,Medium,4,Good,Rural,Curd Rice
72,Patna,Bihar,18,Autumn,Low,Medium,9,Poor,Urban,Chole Bhature
96,Srinagar,Jammu and Kashmir,17,Autumn,High,High,9,Poor,Urban,Rajma Chawal
98,Guwahati,Assam,35,Winter,Low,High,9,Average,Rural,Dal Makhani
53,Ludhiana,Punjab,42,Monsoon,Medium,Low,8,Excellent,Urban,Oats Idli
56,Mumbai,Maharashtra,15,Summer,Medium,Low,5,Poor,Urban,Sprout Salad
91,Patna,Bihar,16,Monsoon,Low,Medium,7,Poor,Rural,Pakoras with Chai
66,Bangalore,Karnataka,12,Autumn,Low,Low,5,Good,Rural,Sprout Salad
75,Indore,Madhya Pradesh,13,Autumn,Low,Low,7,Average,Urban,Quinoa Upma
64,Chennai,Tamil Nadu,33,Autumn,High,High,5,Poor,Rural,Kadai Paneer
75,Bhopal,Madhya Pradesh,13,Summer,Medium,Low,7,Poor,Rural,Aloo Gobi
65,Kochi,Kerala,37,Winter,High,Low,7,Average,Urban,Chole Bhature
97,Bangalore,Karnataka,34,Winter,High,High,5,Good,Rural,Paneer Butter Masala
63,Hyderabad,Telangana,15,Autumn,Low,High,8,Good,Rural,Roti with Dal Tadka
88,Chandigarh,Chandigarh,36,Winter,High,Medium,5,Good,Rural,Dal Makhani
60,Chandigarh,Chandigarh,21,Summer,Medium,High,6,Poor,Urban,Lemon Rice
61,Kolkata,West Bengal,31,Monsoon,High,Low,5,Good,Urban,Oats Idli
90,Indore,Madhya Pradesh,21,Summer,Low,Medium,4,Average,Urban,Paneer Butter Masala
50,Hyderabad,Telangana,35,Autumn,Low,Medium,8,Average,Rural,Aloo Gobi
88,Nagpur,Maharashtra,40,Winter,Low,Medium,9,Average,Urban,Gajar ka Halwa
77,Hyderabad,Telangana,11,Winter,High,Medium,8,Excellent,Rural,Hyderabadi Dum Biryani
73,Agra,Uttar Pradesh,18,Monsoon,Low,Medium,7,Average,Rural,Samosa
87,Guwahati,Assam,31,Winter,Low,Low,6,Poor,Urban,Dal Makhani
63,Agra,Uttar Pradesh,28,Summer,Medium,Medium,9,Excellent,Rural,Paneer Butter Masala
94,Srinagar,Jammu and Kashmir,41,Monsoon,Medium,Low,5,Average,Urban,Paneer Butter Masala
68,Agra,Uttar Pradesh,27,Summer,High,Medium,5,Excellent,Rural,Paneer Butter Masala
74,Surat,Gujarat,26,Summer,High,Low,9,Excellent,Rural,Quinoa Upma
62,Ludhiana,Punjab,42,Autumn,Low,Low,7,Poor,Rural,Paneer Butter Masala
89,Agra,Uttar Pradesh,25,Winter,High,Low,4,Poor,Urban,Dal Makhani
67,Hyderabad,Telangana,19,Autumn,High,Medium,5,Average,Rural,Roti with Dal Tadka
81,Chennai,Tamil Nadu,36,Autumn,Low,Low,9,Poor,Rural,Paneer Butter Masala
73,Varanasi,Uttar Pradesh,29,Autumn,Low,Low,7,Poor,Rural,Vegetable Pulao
69,Hyderabad,Telangana,16,Autumn,High,High,5,Good,Urban,Roti with Dal Tadka
56,Indore,Madhya Pradesh,36,Monsoon,High,Low,7,Excellent,Urban,Tandoori Chicken Salad
54,Srinagar,Jammu and Kashmir,21,Monsoon,High,High,7,Average,Urban,Samosa
81,Kochi,Kerala,10,Winter,Medium,High,8,Good,Urban,Kadai Paneer
87,Varanasi,Uttar Pradesh,22,Winter,Low,Medium,5,Excellent,Urban,Mutton Rogan Josh
62,Chandigarh,Chandigarh,19,Autumn,Low,High,6,Excellent,Urban,Moong Dal Khichdi
70,Kochi,Kerala,18,Autumn,Low,Medium,5,Poor,Urban,Aloo Gobi
70,Mumbai,Maharashtra,34,Autumn,Medium,High,8,Excellent,Rural,Dal Makhani
56,Nagpur,Maharashtra,11,Autumn,High,Low,8,Average,Rural,Aloo Gobi
67,Chennai,Tamil Nadu,32,Monsoon,High,High,6,Excellent,Rural,Paneer Butter Masala
92,Varanasi,Uttar Pradesh,28,Autumn,Medium,High,9,Good,Rural,Chole Bhature
100,Lucknow,Uttar Pradesh,18,Winter,Low,Low,7,Poor,Rural,Oats Idli
82,Pune,Maharashtra,25,Monsoon,Medium,High,8,Good,Urban,Roti with Dal Tadka
86,Patna,Bihar,12,Summer,High,High,8,Average,Urban,Paneer Butter Masala
52,Indore,Madhya Pradesh,18,Monsoon,Low,Medium,7,Average,Urban,Corn on the Cob (Bhutta)
89,Lucknow,Uttar Pradesh,15,Winter,High,Low,7,Poor,Rural,Sarson ka Saag with Makki di Roti
92,Nagpur,Maharashtra,40,Monsoon,High,Low,6,Excellent,Rural,Corn on the Cob (Bhutta)
53,Delhi,Delhi,29,Summer,Low,High,5,Average,Urban,Rajma Chawal
75,Hyderabad,Telangana,30,Summer,High,High,4,Excellent,Urban,Vegetable Pulao
90,Patna,Bihar,17,Monsoon,High,High,7,Average,Rural,Aloo Gobi
79,Delhi,Delhi,27,Summer,Low,Medium,4,Excellent,Rural,Roti with Dal Tadka
73,Visakhapatnam,Andhra Pradesh,25,Monsoon,Low,High,4,Excellent,Urban,Kadai Paneer
86,Kochi,Kerala,32,Summer,Low,Medium,7,Poor,Urban,Sprout Salad
68,Visakhapatnam,Andhra Pradesh,14,Winter,Medium,Low,5,Poor,Rural,Aloo Gobi
100,Indore,Madhya Pradesh,26,Autumn,High,Medium,7,Good,Rural,Chole Bhature
99,Srinagar,Jammu and Kashmir,28,Summer,Low,High,7,Average,Rural,Curd Rice
85,Visakhapatnam,Andhra Pradesh,15,Summer,High,Medium,8,Poor,Rural,Sprout Salad
92,Visakhapatnam,Andhra Pradesh,28,Autumn,High,Low,7,Poor,Urban,Chole Bhature
91,Lucknow,Uttar Pradesh,10,Winter,High,Low,7,Average,Rural,Aloo Gobi
66,Agra,Uttar Pradesh,34,Monsoon,Low,Medium,4,Poor,Urban,Roti with Dal Tadka
55,Pune,Maharashtra,22,Winter,Low,High,7,Excellent,Rural,Kadai Paneer
84,Kochi,Kerala,36,Monsoon,Medium,Low,7,Good,Rural,Tandoori Chicken Salad
85,Jaipur,Rajasthan,37,Monsoon,Medium,Medium,9,Poor,Urban,Aloo Gobi
58,Pune,Maharashtra,14,Monsoon,Low,High,8,Poor,Rural,Vegetable Pulao
84,Bangalore,Karnataka,28,Monsoon,Medium,Medium,5,Poor,Rural,Paneer Butter Masala
75,Visakhapatnam,Andhra Pradesh,28,Monsoon,Medium,High,7,Average,Rural,Chole Bhature
61,Surat,Gujarat,17,Autumn,High,Low,9,Average,Urban,Aloo Gobi
91,Patna,Bihar,17,Monsoon,Medium,Low,6,Excellent,Rural,Tandoori Chicken Salad
100,Kolkata,West Bengal,13,Monsoon,Medium,Low,6,Poor,Urban,Corn on the Cob (Bhutta)
85,Ludhiana,Punjab,42,Winter,High,Medium,7,Excellent,Rural,Sarson ka Saag with Makki di Roti
86,Ahmedabad,Gujarat,13,Winter,Medium,High,7,Good,Rural,Dal Makhani
85,Surat,Gujarat,21,Autumn,High,Medium,9,Average,Rural,Roti with Dal Tadka
81,Surat,Gujarat,13,Winter,High,Low,6,Excellent,Urban,Oats Idli
89,Lucknow,Uttar Pradesh,40,Monsoon,Low,Low,4,Good,Rural,Quinoa Upma
90,Visakhapatnam,Andhra Pradesh,20,Winter,Medium,Medium,5,Average,Urban,Chole Bhature
51,Chandigarh,Chandigarh,26,Monsoon,Medium,Low,8,Excellent,Rural,Quinoa Upma
78,Hyderabad,Telangana,34,Autumn,Medium,Low,8,Poor,Urban,Roti with Dal Tadka
72,Surat,Gujarat,15,Autumn,Medium,Low,7,Good,Rural,Sprout Salad
73,Jaipur,Rajasthan,28,Monsoon,High,High,9,Average,Urban,Dal Makhani
73,Ahmedabad,Gujarat,33,Monsoon,High,Low,9,Average,Rural,Oats Idli
76,Patna,Bihar,31,Monsoon,Low,Medium,7,Good,Rural,Moong Dal Khichdi
76,Patna,Bihar,31,Autumn,High,High,8,Average,Rural,Vegetable Pulao
51,Chandigarh,Chandigarh,15,Summer,Medium,Low,6,Excellent,Urban,Tandoori Chicken Salad
86,Ludhiana,Punjab,33,Autumn,High,High,5,Good,Rural,Paneer Butter Masala
80,Patna,Bihar,42,Summer,Medium,Medium,9,Average,Rural,Chole Bhature
54,Surat,Gujarat,38,Summer,Low,High,4,Good,Urban,Kulfi
81,Visakhapatnam,Andhra Pradesh,14,Monsoon,Low,Medium,6,Average,Rural,Aloo Gobi
51,Srinagar,Jammu and Kashmir,14,Winter,Low,Medium,5,Poor,Rural,Dal Makhani
96,Ahmedabad,Gujarat,28,Summer,Low,Low,6,Poor,Rural,Paneer Butter Masala
77,Hyderabad,Telangana,20,Monsoon,Medium,Medium,7,Average,Rural,Samosa
51,Bhopal,Madhya Pradesh,16,Summer,Medium,Low,4,Poor,Rural,Curd Rice
57,Nagpur,Maharashtra,37,Summer,Medium,Low,9,Average,Rural,Paneer Butter Masala
81,Lucknow,Uttar Pradesh,24,Autumn,High,Medium,6,Average,Rural,Vegetable Pulao
54,Pune,Maharashtra,27,Monsoon,Medium,Medium,8,Poor,Urban,Aloo Gobi
98,Ahmedabad,Gujarat,10,Summer,Medium,High,5,Good,Urban,Rajma Chawal
94,Delhi,Delhi,13,Summer,Medium,High,7,Good,Rural,Aam Panna
65,Guwahati,Assam,21,Summer,Medium,Medium,6,Poor,Rural,Kulfi
84,Pune,Maharashtra,14,Monsoon,High,High,5,Excellent,Rural,Aloo Gobi
94,Hyderabad,Telangana,38,Winter,Medium,High,6,Excellent,Rural,Roti with Dal Tadka
71,Varanasi,Uttar Pradesh,36,Autumn,High,Medium,9,Average,Urban,Aloo Gobi
87,Indore,Madhya Pradesh,15,Autumn,High,Medium,4,Average,Urban,Roti with Dal Tadka
81,Lucknow,Uttar Pradesh,10,Autumn,High,High,8,Excellent,Urban,Aloo Gobi
74,Ludhiana,Punjab,34,Winter,Medium,High,4,Excellent,Urban,Moong Dal Khichdi
70,Pune,Maharashtra,20,Summer,High,Low,7,Excellent,Rural,Tandoori Chicken Salad
53,Hyderabad,Telangana,16,Monsoon,Low,Low,9,Good,Rural,Vegetable Pulao
67,Chandigarh,Chandigarh,15,Summer,High,Medium,5,Excellent,Rural,Vegetable Pulao
76,Mumbai,Maharashtra,20,Winter,Medium,High,4,Excellent,Rural,Sarson ka Saag with Makki di Roti
61,Visakhapatnam,Andhra Pradesh,10,Winter,Medium,High,7,Poor,Rural,Paneer Butter Masala
76,Bhopal,Madhya Pradesh,19,Winter,Low,High,4,Poor,Urban,Aloo Gobi
52,Hyderabad,Telangana,16,Monsoon,Low,High,6,Average,Rural,Roti with Dal Tadka
70,Delhi,Delhi,25,Autumn,Low,Medium,7,Excellent,Urban,Roti with Dal Tadka
93,Nagpur,Maharashtra,26,Winter,Medium,High,6,Excellent,Urban,Dal Makhani
71,Kochi,Kerala,35,Winter,Low,Medium,4,Poor,Rural,Aloo Gobi
57,Jaipur,Rajasthan,18,Winter,High,High,5,Excellent,Rural,Vegetable Pulao
50,Bangalore,Karnataka,40,Summer,Low,High,8,Good,Urban,Lemon Rice
67,Agra,Uttar Pradesh,21,Monsoon,High,High,9,Poor,Urban,Pakoras with Chai
55,Kochi,Kerala,18,Autumn,High,Low,5,Average,Rural,Vegetable Pulao
96,Srinagar,Jammu and Kashmir,20,Winter,High,Low,9,Good,Urban,Aloo Gobi
93,Visakhapatnam,Andhra Pradesh,19,Summer,Low,High,7,Excellent,Urban,Kulfi
77,Jaipur,Rajasthan,26,Winter,Low,High,7,Excellent,Rural,Dal Makhani
84,Srinagar,Jammu and Kashmir,29,Monsoon,High,Medium,8,Poor,Urban,Chole Bhature
93,Ludhiana,Punjab,29,Summer,High,Medium,4,Excellent,Rural,Aam Panna
94,Ludhiana,Punjab,35,Winter,Medium,High,7,Poor,Rural,Aloo Gobi
89,Chennai,Tamil Nadu,41,Summer,High,Low,5,Poor,Rural,Sprout Salad
70,Mumbai,Maharashtra,22,Summer,Medium,High,7,Good,Rural,Dal Makhani
81,Ahmedabad,Gujarat,17,Monsoon,Medium,High,5,Average,Urban,Kadai Paneer
99,Mumbai,Maharashtra,17,Autumn,High,Low,5,Good,Rural,Tandoori Chicken Salad
62,Visakhapatnam,Andhra Pradesh,28,Summer,Low,Medium,9,Average,Rural,Aloo Gobi
66,Chandigarh,Chandigarh,13,Autumn,Medium,Medium,6,Excellent,Urban,Chole Bhature
87,Indore,Madhya Pradesh,21,Autumn,Low,High,6,Poor,Urban,Paneer Butter Masala
92,Chennai,Tamil Nadu,32,Autumn,Low,Medium,8,Average,Urban,Vegetable Pulao
76,Srinagar,Jammu and Kashmir,11,Autumn,Low,Low,5,Excellent,Urban,Chole Bhature
92,Indore,Madhya Pradesh,15,Monsoon,Medium,High,5,Poor,Rural,Kadai Paneer
77,Ahmedabad,Gujarat,14,Autumn,Medium,High,7,Average,Rural,Roti with Dal Tadka
73,Ludhiana,Punjab,14,Autumn,Medium,Low,4,Excellent,Rural,Roti with Dal Tadka
75,Chennai,Tamil Nadu,41,Summer,Low,Medium,8,Average,Urban,Sprout Salad
90,Nagpur,Maharashtra,13,Autumn,Medium,High,4,Good,Rural,Moong Dal Khichdi
86,Kochi,Kerala,42,Monsoon,Low,Low,9,Average,Rural,Vegetable Pulao
86,Surat,Gujarat,29,Autumn,Low,Medium,6,Good,Rural,Chole Bhature
65,Chennai,Tamil Nadu,32,Monsoon,Medium,Medium,9,Average,Urban,Chole Bhature
94,Ahmedabad,Gujarat,13,Monsoon,Medium,Low,7,Poor,Urban,Oats Idli
63,Mumbai,Maharashtra,21,Winter,Medium,Medium,8,Excellent,Urban,Chole Bhature
80,Lucknow,Uttar Pradesh,41,Summer,Low,Low,6,Excellent,Urban,Roti with Dal Tadka
65,Bhopal,Madhya Pradesh,30,Winter,Medium,Low,6,Excellent,Rural,Oats Idli
79,Bhopal,Madhya Pradesh,30,Monsoon,High,High,4,Average,Rural,Paneer Butter Masala
68,Hyderabad,Telangana,18,Monsoon,Medium,Medium,9,Excellent,Rural,Chole Bhature
75,Kochi,Kerala,16,Summer,Low,Medium,5,Excellent,Urban,Aloo Gobi
89,Visakhapatnam,Andhra Pradesh,40,Winter,High,High,9,Poor,Urban,Rajma Chawal
93,Ludhiana,Punjab,14,Winter,Medium,High,7,Average,Rural,Sarson ka Saag with Makki di Roti
93,Pune,Maharashtra,25,Autumn,Low,Low,7,Good,Urban,Chole Bhature
62,Bhopal,Madhya Pradesh,19,Winter,Medium,High,4,Excellent,Rural,Moong Dal Khichdi
87,Kochi,Kerala,16,Summer,Low,Medium,7,Good,Rural,Paneer Butter Masala
71,Lucknow,Uttar Pradesh,27,Winter,Medium,Medium,4,Excellent,Rural,Chole Bhature
59,Kolkata,West Bengal,14,Winter,High,Medium,6,Poor,Urban,Sarson ka Saag with Makki di Roti
56,Delhi,Delhi,19,Winter,Medium,Low,6,Average,Rural,Sarson ka Saag with Makki di Roti
67,Lucknow,Uttar Pradesh,24,Winter,Medium,Medium,9,Poor,Urban,Dal Makhani
84,Ludhiana,Punjab,26,Winter,Low,Low,8,Good,Rural,Oats Idli
96,Ahmedabad,Gujarat,15,Monsoon,Low,Low,6,Poor,Urban,Chole Bhature
100,Guwahati,Assam,17,Winter,Medium,Low,5,Good,Rural,Vegetable Pulao
94,Ludhiana,Punjab,32,Summer,Low,Low,6,Average,Urban,Curd Rice
71,Kochi,Kerala,30,Winter,High,High,8,Poor,Rural,Roti with Dal Tadka
79,Mumbai,Maharashtra,23,Summer,Medium,High,4,Average,Rural,Roti with Dal Tadka
89,Ludhiana,Punjab,11,Winter,Medium,Medium,8,Poor,Urban,Vegetable Pulao
73,Ahmedabad,Gujarat,39,Summer,High,High,7,Poor,Urban,Aam Panna
60,Mumbai,Maharashtra,40,Autumn,High,Medium,9,Average,Rural,Aloo Gobi
84,Pune,Maharashtra,42,Winter,Medium,High,8,Good,Rural,Mutton Rogan Josh
84,Hyderabad,Telangana,41,Autumn,High,Low,9,Poor,Urban,Tandoori Chicken Salad
81,Patna,Bihar,40,Summer,Medium,High,5,Average,Urban,Moong Dal Khichdi
66,Hyderabad,Telangana,21,Winter,High,Medium,9,Poor,Rural,Paneer Butter Masala
61,Ahmedabad,Gujarat,28,Monsoon,High,Medium,7,Good,Urban,Roti with Dal Tadka
60,Jaipur,Rajasthan,14,Winter,High,Low,5,Average,Urban,Quinoa Upma
88,Kochi,Kerala,18,Winter,Medium,Medium,9,Poor,Rural,Vegetable Pulao
60,Hyderabad,Telangana,31,Monsoon,High,Medium,4,Poor,Rural,Samosa
54,Guwahati,Assam,28,Monsoon,Medium,High,8,Average,Urban,Rajma Chawal
85,Indore,Madhya Pradesh,42,Winter,High,Low,9,Poor,Urban,Paneer Butter Masala
53,Kolkata,West Bengal,24,Summer,Low,Low,5,Good,Urban,Oats Idli
64,Hyderabad,Telangana,24,Autumn,Medium,Low,9,Excellent,Rural,Paneer Butter Masala
58,Nagpur,Maharashtra,22,Autumn,High,Low,9,Good,Urban,Tandoori Chicken Salad
60,Nagpur,Maharashtra,12,Monsoon,Medium,Low,6,Poor,Urban,Moong Dal Khichdi
88,Hyderabad,Telangana,38,Summer,Medium,High,6,Poor,Rural,Vegetable Pulao
60,Ahmedabad,Gujarat,29,Winter,Medium,Low,8,Average,Urban,Chole Bhature
67,Kochi,Kerala,23,Winter,High,Low,4,Good,Rural,Aloo Gobi
69,Bhopal,Madhya Pradesh,22,Monsoon,Medium,High,5,Poor,Urban,Moong Dal Khichdi
52,Kochi,Kerala,37,Winter,Low,High,9,Average,Rural,Dal Makhani
92,Visakhapatnam,Andhra Pradesh,33,Autumn,High,Medium,8,Good,Rural,Roti with Dal Tadka
97,Mumbai,Maharashtra,20,Autumn,Medium,High,6,Good,Urban,Aloo Gobi
90,Guwahati,Assam,32,Winter,Medium,Medium,6,Average,Urban,Sarson ka Saag with Makki di Roti
71,Kochi,Kerala,25,Summer,High,High,9,Good,Urban,Roti with Dal Tadka
94,Chandigarh,Chandigarh,40,Summer,High,Medium,4,Good,Rural,Chole Bhature
